generation,leftchild,rightchild,abstime,betainit,betashift
22000,Eucalyptus_grandis,NA,435.077,0.651715,-0.0529139
23000,Physcomitrium_patens,Selaginella_moellendorffii,0,19.6819,0.104235
23000,Physcomitrium_patens,NA,64.0528,0.574051,-0.0416184
23000,Physcomitrium_patens,NA,391.807,0.222753,-0.0911544
23000,Nelumbo_nucifera,NA,450.845,0.166061,-0.0918027
23000,Selaginella_moellendorffii,NA,104.101,0.521527,-0.0384941
23000,Selaginella_moellendorffii,NA,158.553,0.962496,0.0375211
23000,Selaginella_moellendorffii,NA,276.696,0.312409,0.0856698
23000,Musa_acuminata,NA,433.594,1.73714,-0.11524
23000,Brachypodium_distachyon,NA,485.237,1.77751,0.0516901
23000,Sorghum_bicolor,Zea_mays,487.621,0.408922,-0.113017
23000,Gossypium_arboreum,Theobroma_cacao,462.251,0.445253,-0.0343326
23000,Eucalyptus_grandis,Durio_zibethinus,426.763,0.343252,-0.0303876
23000,Momordica_charantia,Cucurbita_maxima,452.658,0.0705944,-0.045399
23000,Quercus_suber,NA,477.291,0.0261137,0.0406816
23000,Cicer_arietinum,NA,532.282,0.629399,0.0786488
23000,Quercus_suber,Glycine_max,427.786,0.656612,-0.0809086
23000,Pyrus_x_bretschneideri,Prunus_persica,436.004,0.0360672,0.0223678
23000,Hevea_brasiliensis,Manihot_esculenta,503.418,0.167401,-0.0444847
23000,Lactuca_sativa,Sesamum_indicum,424.718,0.0373261,0.0137085
23000,Beta_vulgaris,Lactuca_sativa,420.163,0.00595285,-0.0547529
23000,Amborella_trichopoda,NA,363.791,0.799843,0.0429262
24000,Physcomitrium_patens,Selaginella_moellendorffii,0,17.3682,0.104235
24000,Physcomitrium_patens,NA,52.0049,0.574051,-0.0416184
24000,Physcomitrium_patens,NA,360.624,1.34304,0.0754802
24000,Physcomitrium_patens,NA,378.879,0.337705,-0.0911544
24000,Selaginella_moellendorffii,NA,103.905,1.14033,0.038908
24000,Selaginella_moellendorffii,NA,279.152,0.446751,0.0856698
24000,Musa_acuminata,NA,433.594,2.77482,-0.11524
24000,Musa_acuminata,NA,445.964,0.299505,-0.0263669
24000,Sorghum_bicolor,Zea_mays,489.837,0.408922,-0.113017
24000,Vitis_vinifera,NA,472.251,0.587776,-0.0474935
24000,Eucalyptus_grandis,NA,456.878,2.42894,0.0436618
24000,Durio_zibethinus,Gossypium_arboreum,447.245,0.445253,-0.0343326
24000,Eucalyptus_grandis,Durio_zibethinus,426.763,0.343252,-0.0303876
24000,Momordica_charantia,Cucurbita_maxima,463.287,0.0848871,-0.045399
24000,Quercus_suber,NA,472.917,0.0294665,0.0406816
