generation,N_shifts,logPrior,logLik,eventRate,acceptRate
130000,1,2.59082,96.0449,1.06326,0.364
131000,0,1.66983,119.173,0.406679,0.355
132000,0,2.05791,116.963,0.0186022,0.33
133000,0,1.05981,112.306,1.0167,0.366
134000,0,-0.103041,120.561,2.17955,0.366
135000,1,1.37969,90.5947,0.361497,0.3922
136000,1,1.71498,88.9718,0.70546,0.385
137000,1,1.37169,93.0702,1.77593,0.399
138000,0,1.26582,119.393,0.810696,0.36
139000,0,1.34884,115.498,0.727675,0.338
140000,0,1.9766,120.693,0.0999174,0.352
141000,0,2.0444,116.474,0.0321164,0.348
142000,1,3.17996,98.0452,0.357526,0.3828
143000,1,2.72711,99.7286,0.850706,0.359
144000,1,2.15428,94.3989,1.37437,0.399929
145000,1,3.42104,97.3135,0.122617,0.3895
146000,1,3.24792,92.9602,0.2758,0.397
147000,1,1.43298,98.8999,2.14528,0.4075
148000,0,1.2594,97.1942,0.801071,0.416941
149000,0,1.73482,95.3134,0.325328,0.423
150000,1,2.84468,92.1917,0.678973,0.403
151000,1,1.87887,92.2591,1.64365,0.403
152000,1,2.6345,94.1554,0.894472,0.394
153000,1,2.94074,94.1718,0.591897,0.388
154000,1,2.98616,94.9073,0.544148,0.381
155000,1,3.18227,93.3678,0.34708,0.377
156000,1,2.78481,92.8222,0.739305,0.396
157000,0,1.74503,124.944,0.320093,0.341187
158000,1,2.17322,90.1975,1.28376,0.4155
159000,1,2.74464,99.2138,0.796936,0.397083
160000,0,1.23973,101.202,0.821113,0.414091
161000,0,0.151764,126.08,0.149152,0.33675
162000,0,-0.228028,121.407,0.696363,0.251
163000,0,1.97349,127.208,0.0397883,0.291
164000,0,1.97876,122.158,0.0520336,0.306
165000,0,1.4928,124.459,0.583027,0.324
166000,0,1.99321,97.7508,0.0672145,0.414833
167000,1,2.40485,100.165,0.747524,0.35775
168000,1,2.66244,101.688,0.496385,0.389
169000,0,0.737469,122.064,0.440301,0.31475
170000,0,1.72959,126.39,0.27778,0.374
171000,0,0.657314,122.604,0.367575,0.309
172000,0,0.182919,127.998,0.841971,0.33
173000,0,1.54909,121.776,0.177454,0.364
174000,0,1.27596,126.09,0.382608,0.322
175000,0,0.839926,122.459,0.340063,0.315
176000,0,0.905784,122.974,1.15871,0.323
177000,1,2.13564,100.119,1.44761,0.402778
178000,1,3.17465,101.062,0.403915,0.375
179000,0,1.22555,125.524,0.533592,0.316667
180000,0,0.762585,125.803,0.726166,0.353
181000,0,1.80001,125.205,0.0968606,0.314
182000,0,1.47039,126.276,0.511433,0.31
183000,0,1.77012,98.6661,0.290371,0.416412
184000,0,1.97622,95.891,0.084081,0.431
185000,0,1.80572,101.308,0.255141,0.406
186000,0,1.72925,99.6512,0.331264,0.443
187000,0,1.29624,99.4305,0.764338,0.399
188000,0,0.720311,79.5823,1.31301,0.399433
189000,0,1.01447,101.282,1.04634,0.425
190000,0,1.39556,128.661,0.272094,0.320875
191000,0,1.53396,126.729,0.373452,0.321
192000,0,1.24118,124.839,0.666229,0.287
193000,1,0.746509,105.854,2.57699,0.384267
194000,1,3.19084,103.16,0.132768,0.397
195000,0,1.81185,97.007,0.248898,0.415333
196000,0,1.95132,98.3146,0.109244,0.409
197000,0,1.66182,96.7902,0.398813,0.43
198000,0,2.0282,98.7369,0.0322402,0.392
199000,0,2.02544,97.5506,0.0353442,0.435
200000,0,1.59803,80.6497,0.432903,0.442083
201000,0,0.143209,78.8668,1.88581,0.443
202000,0,1.95098,125.524,0.0620516,0.3171
203000,0,1.73417,125.829,0.198958,0.322
204000,0,1.48661,120.285,0.555725,0.331
205000,0,1.27888,100.478,0.783802,0.417667
206000,0,2.04694,99.3359,0.0158126,0.4
207000,1,0.345213,99.9403,1.34582,0.374
208000,1,0.445882,98.2897,1.27392,0.363
